imagePath,title,caption,labels
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10673.jpg,Doodle Girl Ballet School Black Tops,a black tops for women casual(fall 2011).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51419.jpg,Myntra Men Blue and Green  Check Shirt,a blue shirts for men casual(summer 2012).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7831.jpg,Proline Men Red Printed T-shirt,a red tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Red; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9375.jpg,Puma Unisex FTPA Brown Socks,a brown socks for unisex casual(fall 2011).,ArticleType=Socks; Colour=Brown; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37320.jpg,CASIO Sheen Women Pink Dial Analogue Watch (SH119) SHN-3011D-4ADR,a pink watches for women casual(winter 2016).,ArticleType=Watches; Colour=Pink; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47322.jpg,Baggit Women Brown Chakde Lips Mobile Pouch,a tan mobile pouch for women casual(fall 2012).,ArticleType=Mobile Pouch; Colour=Tan; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36767.jpg,Maxima Men Green Dial Watch,a green watches for men casual(winter 2016).,ArticleType=Watches; Colour=Green; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59677.jpg,Avirate Black & White  Brief,a brown briefs for women casual(summer 2014).,ArticleType=Briefs; Colour=Brown; Gender=Women; Season=Summer; Usage=Casual; Year=2014
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30331.jpg,Myntra Men Men At Work Black T-shirt,a black tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27101.jpg,Aneri Women Madhuri Yellow Kurta,a yellow kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Yellow; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57327.jpg,Amante White T-shirt Bra BCMF02,a white bra for women casual(winter 2015).,ArticleType=Bra; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10221.jpg,Murcia Women Emma Green Handbags,a green handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Green; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24382.jpg,Folklore Women Maroon Printed Kurta,a maroon kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Maroon; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3028.jpg,Lee Women's Hillary Black T-shirt,a black tshirts for women casual(summer 2011).,ArticleType=Tshirts; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38743.jpg,Nike Unisex Purple Hayward Backpack,a purple backpacks for unisex casual(summer 2012).,ArticleType=Backpacks; Colour=Purple; Gender=Unisex; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19260.jpg,Guess Men Power Broker Copper Watch,a copper watches for men casual(winter 2016).,ArticleType=Watches; Colour=Copper; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8594.jpg,Scullers Men Navy Blue Polo T-Shirts,a navy blue tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Navy Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39543.jpg,Bwitch Red Bra,a red bra for women casual(winter 2015).,ArticleType=Bra; Colour=Red; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16185.jpg,Enroute Men Leather Black Formal Shoes,a black formal shoes for men formal(fall 2011).,ArticleType=Formal Shoes; Colour=Black; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10008.jpg,Nike Men Town Navy Blue T-Shirts,a navy blue tshirts for men sports(fall 2011).,ArticleType=Tshirts; Colour=Navy Blue; Gender=Men; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5439.jpg,Nike Men's Red Polo T-shirt,a red tshirts for men sports(summer 2011).,ArticleType=Tshirts; Colour=Red; Gender=Men; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3182.jpg,Nike Men's Lunarelite Black Green Shoe,a black sports shoes for men sports(fall 2010).,ArticleType=Sports Shoes; Colour=Black; Gender=Men; Season=Fall; Usage=Sports; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17734.jpg,Puma Men Miami III Black Slipper,a black flip flops for men casual(summer 2012).,ArticleType=Flip Flops; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53636.jpg,ADIDAS Men Black Shoes,a black casual shoes for men casual(summer 2012).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57917.jpg,Fruit of the Loom Men White Pack of Three Socks,a white socks for men casual(summer 2016).,ArticleType=Socks; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37675.jpg,American Tourister Black Reversible Backpack,a black backpacks for unisex casual(spring 2013).,ArticleType=Backpacks; Colour=Black; Gender=Unisex; Season=Spring; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59457.jpg,Lucera Silver Ring,a silver ring for women casual(summer 2015).,ArticleType=Ring; Colour=Silver; Gender=Women; Season=Summer; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10292.jpg,Clarks Women Brown Leather Heels,a brown heels for women casual(summer 2015).,ArticleType=Heels; Colour=Brown; Gender=Women; Season=Summer; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55099.jpg,Pond's Women Gold Radiance Youthful Glow Day Cream,a gold face moisturisers for women casual(spring 2017).,ArticleType=Face Moisturisers; Colour=Gold; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47109.jpg,Marvel Boys White Shoes,a white casual shoes for boys casual(fall 2012).,ArticleType=Casual Shoes; Colour=White; Gender=Boys; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59498.jpg,Lucera Silver Tarika Necklace,a silver necklace and chains for women casual(summer 2013).,ArticleType=Necklace and Chains; Colour=Silver; Gender=Women; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46866.jpg,Lino Perros Men Pack Of Two Socks,a black socks for men casual(spring 2013).,ArticleType=Socks; Colour=Black; Gender=Men; Season=Spring; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59267.jpg,Titan Women Silver Watch,a silver watches for women casual(winter 2016).,ArticleType=Watches; Colour=Silver; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57993.jpg,Latin Quarters Women Beige Dress,a beige dresses for women casual(fall 2012).,ArticleType=Dresses; Colour=Beige; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27304.jpg,ADIDAS Men Pure Game Deo,a black deodorant for men casual(spring 2017).,ArticleType=Deodorant; Colour=Black; Gender=Men; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20202.jpg,Wrangler Men Glow Grey Sweatshirt,a grey sweatshirts for men casual(fall 2011).,ArticleType=Sweatshirts; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15001.jpg,ADIDAS Men Stripes Navy Blue Polo Tshirts,a navy blue tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Navy Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32596.jpg,ONLY Women Peach Long Tank Top,a peach tops for women casual(summer 2012).,ArticleType=Tops; Colour=Peach; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53754.jpg,ADIDAS Men Olive Chelsea FC Sweatshirt,a olive sweatshirts for men casual(summer 2012).,ArticleType=Sweatshirts; Colour=Olive; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8887.jpg,John Miller Men Pink Shirt,a pink shirts for men formal(fall 2011).,ArticleType=Shirts; Colour=Pink; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16142.jpg,Tokyo Talkies Women Printed White Top,a white tops for women casual(fall 2011).,ArticleType=Tops; Colour=White; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24300.jpg,Converse Men Oxford Navy Blue Casual Shoes,a navy blue casual shoes for men casual(summer 2013).,ArticleType=Casual Shoes; Colour=Navy Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5319.jpg,ADIDAS Women's Duramo Luxury White Shoe,a white sports shoes for women sports(summer 2011).,ArticleType=Sports Shoes; Colour=White; Gender=Women; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12367.jpg,Reid & Taylor Men White Shirt,a white shirts for men formal(fall 2011).,ArticleType=Shirts; Colour=White; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31301.jpg,John Miller Men Striped Blue Shirt,a blue shirts for men formal(summer 2012).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10258.jpg,John Miller Men Line Navy Blue Trousers,a navy blue trousers for men formal(fall 2011).,ArticleType=Trousers; Colour=Navy Blue; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12669.jpg,Probase Men Stripes White Shirts,a white shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=White; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38657.jpg,Nike Men Court Majestic Black Shoes,a black sports shoes for men casual(summer 2012).,ArticleType=Sports Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17862.jpg,Levis Men Boxer Navy Blue Trunks,a navy blue trunk for men casual(summer 2016).,ArticleType=Trunk; Colour=Navy Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59216.jpg,Titan Men White Watch,a white watches for men casual(winter 2016).,ArticleType=Watches; Colour=White; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56956.jpg,HM Women Metallic Flats,a metallic heels for women casual(winter 2012).,ArticleType=Heels; Colour=Metallic; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49791.jpg,Flying Machine Men Yellow Cap,a yellow caps for men casual(winter 2015).,ArticleType=Caps; Colour=Yellow; Gender=Men; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6653.jpg,Nike Men's Air Force White Orange Shoe,a white casual shoes for men casual(summer 2011).,ArticleType=Casual Shoes; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46153.jpg,Adrika Brown Necklace,a brown necklace and chains for women ethnic(winter 2015).,ArticleType=Necklace and Chains; Colour=Brown; Gender=Women; Season=Winter; Usage=Ethnic; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54338.jpg,Femella Women Blue Top,a blue tops for women casual(summer 2012).,ArticleType=Tops; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50390.jpg,Miss Sixty Black Dial Watch,a black watches for women casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58269.jpg,Baggit Women Brown Handbag,a brown handbags for women casual(fall 2012).,ArticleType=Handbags; Colour=Brown; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7713.jpg,Fila Men's Roller Black Silver Shoe,a black casual shoes for men casual(summer 2012).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54578.jpg,Sushilas Women Printed Black Kurta,a black kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Black; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21426.jpg,Roxy Women Pink T-shirt,a pink tshirts for women casual(winter 2012).,ArticleType=Tshirts; Colour=Pink; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45775.jpg,Remanika Women Navy Blue Top,a blue tops for women casual(summer 2012).,ArticleType=Tops; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26589.jpg,Puma Men Powercat Black Sports Shoes,a black sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51545.jpg,Fastrack Women Sliver Dial Watch,a silver watches for women casual(winter 2016).,ArticleType=Watches; Colour=Silver; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9051.jpg,ADIDAS Men Speed Boat Grey Sports Shoes,a grey sports shoes for men sports(fall 2011).,ArticleType=Sports Shoes; Colour=Grey; Gender=Men; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55094.jpg,Pond's Radiance Boosting Cleansing Mousse,a gold face wash and cleanser for women casual(spring 2017).,ArticleType=Face Wash and Cleanser; Colour=Gold; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55993.jpg,Colorbar Velvet Matte Summer Rain Lipstick 34 BR,a purple lipstick for women casual(spring 2017).,ArticleType=Lipstick; Colour=Purple; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7450.jpg,Proline Men Cream Striped Polo T-shirt,a cream tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Cream; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17281.jpg,U.S. Polo Assn. Men Printed Steeple Grey Tshirt,a grey tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4449.jpg,Nike Unisex Dry Fit Navy Blue Cap,a navy blue caps for unisex casual(summer 2011).,ArticleType=Caps; Colour=Navy Blue; Gender=Unisex; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22268.jpg,Inc. 5 Women Casual Black Wedges,a black heels for women casual(winter 2012).,ArticleType=Heels; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3256.jpg,Puma Men's Excurse Black Shoe,a black casual shoes for men casual(fall 2010).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26953.jpg,Jealous 21 Women Pink Top,a pink tops for women casual(summer 2012).,ArticleType=Tops; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49326.jpg,DKNY Women Black Dial Watch NY4620,a black watches for women casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10499.jpg,Flying Machine Women Aspen Yellow Tshirts,a yellow tshirts for women casual(fall 2011).,ArticleType=Tshirts; Colour=Yellow; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37257.jpg,United Colors of Benetton Men Burgundy Shoes,a burgundy casual shoes for men casual(summer 2012).,ArticleType=Casual Shoes; Colour=Burgundy; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19307.jpg,Nike Men Air Citius 2+ MSL White Sports Shoes,a silver sports shoes for men sports(fall 2011).,ArticleType=Sports Shoes; Colour=Silver; Gender=Men; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20479.jpg,Baggit Women Flare Hoor Green Handbag,a green handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Green; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29050.jpg,ADIDAS Men Printed Grey T-shirt,a grey tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23635.jpg,DC Comics Men White Printed T-shirt,a white tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37099.jpg,Wills Lifetsyle Men Green Polo T-shirt,a green tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Green; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17722.jpg,Reid & Taylor Men Stripes Grey Shirt,a grey shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13515.jpg,Palm Tree Kids Girl Washed Blue Skirts,a blue skirts for women casual(fall 2011).,ArticleType=Skirts; Colour=Blue; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10427.jpg,United Colors of Benetton Men Checks Red Shirts,a red shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Red; Gender=Men; Season=Fall; Usage=Casual; Year=2011
