imagePath,title,caption
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17541.jpg,Mark Taylor Men Green & White Striped Shirt,"Green, Shirts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23121.jpg,Converse Unisex Blue Flip Flops,"Blue, Flip Flops, for Unisex, Casual, Spring, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28283.jpg,Fastrack Women Brown Sunglasses,"Brown, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29797.jpg,Basics Men Navy Checked Shirt,"Navy Blue, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21292.jpg,Celine Dion Women Metalic Frame Sunglasses,"Metallic, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26437.jpg,Spice Art Black Shaded Handbag,"Black, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57197.jpg,Elle Women BlueTunic,"Blue, Tunics, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18448.jpg,Ed Hardy Life Love & Luck by Christian Audigier for Women Perfume,"White, Perfume and Body Mist, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28373.jpg,Idee Men Metallic Sunglasses,"Metallic, Sunglasses, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1533.jpg,Puma Men Cat Red T-shirt,"Red, Tshirts, for Men, Casual, Fall, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29790.jpg,Basics Men Pack of 3 T-shirts,"Blue, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11899.jpg,Franco Leone Men Formal Maroon Formal Shoes,"Maroon, Formal Shoes, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39028.jpg,CASIO ENTICER Men Black Dial Watch A642,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40112.jpg,ADIDAS Unisex Black Cap,"Black, Caps, for Unisex, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19220.jpg,United Colors of Benetton Men Check Grey Tie,"Grey, Ties, for Men, Formal, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10570.jpg,Puma Men Rugby Orange Tshirts,"Orange, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24078.jpg,productDisplayName,"Black, Heels, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44182.jpg,Nike Fragrances Women Sweet Emotion Perfume,"White, Perfume and Body Mist, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22202.jpg,Timberland Men Bonded Fleece Full Zip Blue Jacket,"Blue, Jackets, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16742.jpg,Spice Art Women Beads White Clutch,"White, Clutches, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50701.jpg,Latin Quarters Women Pink Top,"Pink, Tops, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56108.jpg,Colorbar Mettalics Bare Necessity Lip Gloss 001,"Maroon, Lip Gloss, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54540.jpg,F Sports Men Grey Gravity Sports Shoes,"Grey, Sports Shoes, for Men, Sports, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25208.jpg,Lino Perros Women Leatherette Grey Handbag,"Grey, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13320.jpg,Gini and Jony Kids Boys Stripes Pink Shirts,"Pink, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24853.jpg,Mark Taylor Men Striped White Shirt,"White, Shirts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36541.jpg,United Colors of Benetton Men Leather Black Wallet,"Black, Wallets, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27508.jpg,Jockey Black T-shirt Bra SS 15,"Black, Bra, for Women, Casual, Fall, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25890.jpg,Femella Women White Leggings,"White, Leggings, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33529.jpg,Cobblerz Women Pink Sandals,"Pink, Heels, for Women, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56591.jpg,Streetwear Hi Lite Eye Shadow,"Bronze, Eyeshadow, for Women, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30791.jpg,Fabindia Men Printed Gold Tussar Kurta,"Gold, Kurtas, for Men, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57359.jpg,Amante Black Printed Full-Coverage Bra BGSW01,"Black, Bra, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31434.jpg,Highlander Men Grey Trousers,"Grey, Trousers, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28991.jpg,Biba Outlet Women Off-White Printed A-Line Churidar Kurta with Dupatta,"Off White, Kurta Sets, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23324.jpg,W Women Rust Printed Kurta,"Rust, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10301.jpg,Clarks Brown Leather Casual Shoes,"Brown, Casual Shoes, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33038.jpg,Mother Earth Women Printed Multi Coloured Kurta,"Brown, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26116.jpg,John Miller Men Striped Blue Shirt,"Blue, Shirts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26635.jpg,Puma Men Future Cat Black Casual Shoes,"Black, Casual Shoes, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29711.jpg,John Miller Men Check Blue Shirt,"Blue, Shirts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49675.jpg,United Colors of Benetton Men Sunglass,"Black, Sunglasses, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22853.jpg,Woodland Men Brown Casual Shoes,"Brown, Casual Shoes, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35971.jpg,Flying Machine Men Tee Black T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27758.jpg,Bulchee Men Black Wallet,"Black, Wallets, for Men, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14351.jpg,Catwalk Women Casual Brown Heels,"Brown, Heels, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17499.jpg,Classic Polo Men Stripes Blue Polo T-Shirt,"Blue, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22731.jpg,Nike Men Air Max Conquer ACG Brown Sports Boot,"Brown, Sports Shoes, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9305.jpg,Indian Terrain Men Montez Yellow T-shirt,"Yellow, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6362.jpg,Numero Uno Men's Dark Blue Shoe,"Blue, Casual Shoes, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12134.jpg,Aurelia Women Solid Pink and Yellow Kurtas,"Pink, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18180.jpg,Doodle Boys-Boys Acid Wash Blue Jeans,"Blue, Jeans, for Boys, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39224.jpg,Femella Women Pink Shirt,"Pink, Shirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15806.jpg,Facit Men Trophy BF Navy Blue Briefs,"Navy Blue, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53068.jpg,Rocia Women Black Handbag,"Black, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2355.jpg,ADIDAS Red Bull Trophy Soccer Unisex Football,"White, Footballs, for Unisex, Sports, Fall, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15085.jpg,Mother Earth Men Black Printed Kurta,"Black, Kurtas, for Men, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50353.jpg,Aurelia Women Pink Kurta,"Pink, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27483.jpg,Jockey Essence White Bra 2004,"White, Bra, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39316.jpg,Gini and Jony Boys Printed White T-shirt,"White, Tshirts, for Boys, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11674.jpg,Lee Men Check Purple Shirts,"Purple, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39355.jpg,Helix Men Black Dial Watch,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43292.jpg,Murcia Women Pink Kate Handbag,"Pink, Handbags, for Women, Casual, Summer, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45400.jpg,Rocia Women Maroon Sandals,"Maroon, Flats, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34078.jpg,Clarks Men Sentry Cry Leather Black Shoes,"Black, Casual Shoes, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32269.jpg,Vishudh Women Printed Orange Kurta,"Orange, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18323.jpg,Wills Lifestyle Men Check Green Shirt,"Green, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34938.jpg,Fabindia Off White Chanderi Dupatta,"Blue, Dupatta, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27818.jpg,Bulchee Men Padded Chino Black Belt,"Black, Belts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28441.jpg,DKNY Women Black Dial Watch NY3430,"Black, Watches, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21247.jpg,Footloose Unisex Classe Laptop Black Backpack,"Black, Backpacks, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10226.jpg,Murcia Women Rubena Black Handbags,"Black, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47519.jpg,Facit Men Brown Breif,"Brown, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23709.jpg,Ray-Ban Men Wayfarer White Sunglasses,"White, Sunglasses, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10046.jpg,Puma Men Heroes Graphic Green Tshirts,"Green, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13395.jpg,United Colors of Benetton Men Check Purple Shirts,"Purple, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50720.jpg,Doodle Girls Orange Printed Dress,"Orange, Dresses, for Girls, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29835.jpg,Basics Men Brown Checked Slim Fit Shirt,"Brown, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18557.jpg,Catwalk Women Casual Black Heels,"Black, Heels, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58646.jpg,ALayna Women Printed Grey Kurta,"Grey, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14930.jpg,Status Quo Men Solid Navy Blue Tshirts,"Navy Blue, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34471.jpg,Puma Women Grey Sandals,"Grey, Sports Sandals, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9906.jpg,Puma Unisex Core Shopper Black Bags,"Black, Handbags, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11250.jpg,John Miller Men White Striped Blue Shirt,"Blue, Shirts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55292.jpg,Lakme Absolute Cherryshine Plump & Shine Pink Lip Gloss,"Pink, Lip Gloss, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16047.jpg,Highlander Men Check Maroon Slim Fit Shirt,"Maroon, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38591.jpg,Nike Women Printed Grey T-shirt,"Grey, Tshirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19275.jpg,Guess Women Steel-Toned Dial Watch W13582L2,"Steel, Watches, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24324.jpg,ADIDAS Unisex Blue Backpack,"Blue, Backpacks, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43261.jpg,Aneri Women Cream Kurta,"Cream, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28849.jpg,Proline Cream-Coloured Polo T-shirt,"Cream, Tshirts, for Men, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22751.jpg,BIBA Women Printed White Kurta,"White, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11863.jpg,Playboy Men Casual Green Slippers,"Green, Flip Flops, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3501.jpg,ADIDAS Men's Deep Black Yellow Shoe,"Black, Sports Shoes, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12757.jpg,Spykar Men Printed Blue T-Shirts,"Blue, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31241.jpg,Puma Men Attack Black T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56301.jpg,Biara Women Orange Blush Bra,"Orange, Bra, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6609.jpg,Spykar Men's Stripes White Top,"White, Tops, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7497.jpg,"Nike Women's EM Tempo 3.5"" Purple Short","Purple, Shorts, for Women, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23298.jpg,Lotto Men Sting II Black Sandal,"Black, Sandals, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27108.jpg,Aneri Women Priya Blue Kurta,"Blue, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2111.jpg,ADIDAS Women's Sunset Lycra Fit Track Pants,"Black, Track Pants, for Women, Sports, Fall, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38225.jpg,Polaroid Women Sunglasses,"Brown, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21150.jpg,s.Oliver Men Check Blue Shirts,"Blue, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33695.jpg,Cobblerz Men Black Leather Semi-Formal Shoes,"Black, Formal Shoes, for Men, Smart Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20062.jpg,United Colors of Benetton Women Solid Purple Cap,"Purple, Caps, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17192.jpg,U.S. Polo Assn. Men Stripes Maroon Shirt,"Maroon, Shirts, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6344.jpg,Converse Men Black CT Lace Color Hi Canvas Shoes,"Black, Casual Shoes, for Men, Casual, Summer, 2014"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17484.jpg,Enroute Men Casual Tan Casual Shoe,"Tan, Casual Shoes, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39479.jpg,Diva Women Brown Kurti,"Brown, Kurtis, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14098.jpg,Flying Machine Men Printed Blue Tshirts,"Blue, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3568.jpg,ADIDAS Women Black Training T-shirt,"Black, Tshirts, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37981.jpg,Classic Polo Men Striped Navy Blue & White T-Shirt,"Navy Blue, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14438.jpg,Enroute Women Casual Yellow Heels,"Yellow, Heels, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37848.jpg,Hidekraft Men Black Wallet,"Black, Wallets, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24781.jpg,Lino Perros Women Ladies Belts White White Belts,"White, Belts, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31636.jpg,Indigo Nation Men Striped Black Shirt,"Black, Shirts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22685.jpg,Wildcraft Unisex Gear for Life Black Waist Pouch,"Black, Waist Pouch, for Unisex, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30284.jpg,Speedo Men Sheet Sunglasses,"Brown, Sunglasses, for Men, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16145.jpg,Tokyo Talkies Women Printed Grey Top,"Grey, Tops, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11445.jpg,United Colors of Benetton Women  Winter White Printed Top,"White, Tops, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55965.jpg,ColorBar Velvet Matte Oh My Magenta 1 Lipstick 85V,"Magenta, Lipstick, for Women, Casual, Summer, 2019"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9666.jpg,Indigo Nation Men Bling Blue Shirts,"Blue, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35324.jpg,Fabindia Women Anusuya Silver Earrings,"Silver, Earrings, for Women, Ethnic, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18079.jpg,Crusoe Men Metro Black Brief,"Black, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55985.jpg,Colorbar Velvet Matte Grape Wine Lipstick 47P,"Purple, Lipstick, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21434.jpg,roxy Women Beach Brights Blue Short,"Blue, Shorts, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37190.jpg,United Colors of Benetton Women Black Top,"Black, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11922.jpg,Franco Leone Men Formal Black Formal Shoes,"Black, Formal Shoes, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59543.jpg,Lucera Silver Earrings,"Silver, Earrings, for Women, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36457.jpg,Spinn Men Temptation Grey Sport Shoes,"Grey, Sports Shoes, for Men, Sports, Spring, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19518.jpg,United Colors of Benetton Men Stripes Blue Sweater,"Blue, Sweaters, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54226.jpg,Highlander Men Charcoal Chinos,"Charcoal, Trousers, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53118.jpg,Myntra Women Pink T-shirt,"Pink, Tshirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38283.jpg,Marvel Boys Green T-Shirt,"Green, Tshirts, for Boys, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27378.jpg,Spykar Men Washed Blue Jeans,"Blue, Jeans, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10741.jpg,Disney Unisex Kids Mickey Mouse Yellow Flip Flops,"Yellow, Flip Flops, for Unisex, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44529.jpg,Coolers Men Black Sandals,"Black, Sandals, for Men, Casual, Winter, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7047.jpg,Numero Uno Men's Grey Blue Shoe,"Grey, Casual Shoes, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20537.jpg,Baggit Women Flora Astro Green Belt,"Green, Belts, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41597.jpg,Basics Men Navy Striped Shirt,"Navy Blue, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31407.jpg,Spykar Men White Pandro Brief,"White, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33980.jpg,Femella Women Black Stockings,"Black, Stockings, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47417.jpg,Baggit Women Red Bag,"Red, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30546.jpg,Nike Unisex Pack of 3 Socks,"White, Socks, for Unisex, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58574.jpg,Puma Women Black T-shirt,"Black, Tshirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34548.jpg,Puma Men Leather Brown Belt,"Brown, Belts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58852.jpg,Hakashi Men Black Cufflinks,"Black, Cufflinks, for Men, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25180.jpg,Lino Perros Women Leatherette Brown Handbag,"Brown, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17296.jpg,Puma Men Pack of 3 Sports Socks,"White, Socks, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40429.jpg,Tonga Women & Black Printed Top,"White, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47601.jpg,Portia Women White Flats,"Brown, Flats, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44095.jpg,Boss Men Night Edition 50 ml Perfume,"Black, Perfume and Body Mist, for Men, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42015.jpg,ADIDAS Men White Vermont Shoes,"White, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4071.jpg,Numero Uno Women Canvas Grey Purple Shoe,"Grey, Casual Shoes, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19528.jpg,United Colors of Benetton Men Solid Red Sweater,"Red, Sweaters, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20766.jpg,Carlton London Women Classy Black Heels,"Black, Heels, for Women, Casual, Winter, 2012"
